Line_ID,Layer,X1,Y1,X2,Y2,Stroke,SVG_Line_Tag,Build Note
CREASE12,CREASE,315.85,500.35,315.85,450.35,#00A651,"=""<line id=""&CHAR(34)&A60&CHAR(34)&"" x1=""&CHAR(34)&TEXT(C60,""0.00"")&""mm""&CHAR(34)&"" y1=""&CHAR(34)&TEXT(D60,""0.00"")&""mm""&CHAR(34)&"" x2=""&CHAR(34)&TEXT(E60,""0.00"")&""mm""&CHAR(34)&"" y2=""&CHAR(34)&TEXT(F60,""0.00"")&""mm""&CHAR(34)&"" stroke=""&CHAR(34)&G60&CHAR(34)&"" fill=""&CHAR(34)&""none""&CHAR(34)&"" />""",Use dynamic values from Dynamic_Lines; all units are mm
CREASE13,CREASE,315.85,450.35,315.85,260.35,#00A651,"=""<line id=""&CHAR(34)&A61&CHAR(34)&"" x1=""&CHAR(34)&TEXT(C61,""0.00"")&""mm""&CHAR(34)&"" y1=""&CHAR(34)&TEXT(D61,""0.00"")&""mm""&CHAR(34)&"" x2=""&CHAR(34)&TEXT(E61,""0.00"")&""mm""&CHAR(34)&"" y2=""&CHAR(34)&TEXT(F61,""0.00"")&""mm""&CHAR(34)&"" stroke=""&CHAR(34)&G61&CHAR(34)&"" fill=""&CHAR(34)&""none""&CHAR(34)&"" />""",Use dynamic values from Dynamic_Lines; all units are mm
CREASE14,CREASE,65.85,260.35,65.85,210.35,#00A651,"=""<line id=""&CHAR(34)&A62&CHAR(34)&"" x1=""&CHAR(34)&TEXT(C62,""0.00"")&""mm""&CHAR(34)&"" y1=""&CHAR(34)&TEXT(D62,""0.00"")&""mm""&CHAR(34)&"" x2=""&CHAR(34)&TEXT(E62,""0.00"")&""mm""&CHAR(34)&"" y2=""&CHAR(34)&TEXT(F62,""0.00"")&""mm""&CHAR(34)&"" stroke=""&CHAR(34)&G62&CHAR(34)&"" fill=""&CHAR(34)&""none""&CHAR(34)&"" />""",Use dynamic values from Dynamic_Lines; all units are mm
CREASE15,CREASE,65.85,500.35,65.85,450.35,#00A651,"=""<line id=""&CHAR(34)&A63&CHAR(34)&"" x1=""&CHAR(34)&TEXT(C63,""0.00"")&""mm""&CHAR(34)&"" y1=""&CHAR(34)&TEXT(D63,""0.00"")&""mm""&CHAR(34)&"" x2=""&CHAR(34)&TEXT(E63,""0.00"")&""mm""&CHAR(34)&"" y2=""&CHAR(34)&TEXT(F63,""0.00"")&""mm""&CHAR(34)&"" stroke=""&CHAR(34)&G63&CHAR(34)&"" fill=""&CHAR(34)&""none""&CHAR(34)&"" />""",Use dynamic values from Dynamic_Lines; all units are mm
CREASE16,CREASE,65.85,450.35,65.85,260.35,#00A651,"=""<line id=""&CHAR(34)&A64&CHAR(34)&"" x1=""&CHAR(34)&TEXT(C64,""0.00"")&""mm""&CHAR(34)&"" y1=""&CHAR(34)&TEXT(D64,""0.00"")&""mm""&CHAR(34)&"" x2=""&CHAR(34)&TEXT(E64,""0.00"")&""mm""&CHAR(34)&"" y2=""&CHAR(34)&TEXT(F64,""0.00"")&""mm""&CHAR(34)&"" stroke=""&CHAR(34)&G64&CHAR(34)&"" fill=""&CHAR(34)&""none""&CHAR(34)&"" />""",Use dynamic values from Dynamic_Lines; all units are mm
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
